advertised_in_this_codex_session,skill,family,verdict,use,reason,path,resolved_path,lines,sha256
True,accessibility,agents,Revise,Core,"Keep the capability. Correct large-text contrast thresholds from 18px/14px bold to 18pt/14pt bold, approximately 24px/18.67px. Keep keyboard and assistive-technology verification.",/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,440,65021e9ccab70165539db82070257d4e2e2c7d7b0f857825299da2e4a7a8704c
False,next-cache-components,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-cache-components/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-cache-components/upstream/SKILL.md,411,92fc6ac94c5cabdcd13c7dc7aabd6a4d04921e6295dfc00dd9888e375fd1ff4c
False,next-forge,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-forge/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-forge/SKILL.md,284,97fcefaa3f0a5174cceefeaea30e92aa7ec5f34d67730649eecad373ef0849d3
False,next-forge,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-forge/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-forge/upstream/SKILL.md,146,be76e0d67cfd50860e2014643fa085977d73e9d9f775f8132791b8e5d1ed5ac6
False,next-upgrade,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-upgrade/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-upgrade/SKILL.md,103,96d79dd3cff54d5c1b00cbf3099dcafb8140de673d74ecd313eaba4b0ca1ae54
False,next-upgrade,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-upgrade/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/next-upgrade/upstream/SKILL.md,50,562f9834d7c55c37498e0787fe431061f4bb766cd1dd6bb52441790593c7e1a8
False,nextjs,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/nextjs/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/nextjs/SKILL.md,434,a84d03ab8e78050515656d94984d98b37bd30d57b9e290a6b5071053dda5023f
False,react-best-practices,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/react-best-practices/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/react-best-practices/SKILL.md,188,1f5a862b4c60fbf157dc98931606a41485223e616840393a00d0a9f053f10f28
False,routing-middleware,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/routing-middleware/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/routing-middleware/SKILL.md,291,b582ee4551d744adfa6f9428fa4268a84c5c83fc042d633df8aaeb8c1c00619d
False,runtime-cache,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/runtime-cache/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/runtime-cache/SKILL.md,282,22fb4be9b3b2e39ed5514467c44f5a809a0ccfccc4ebaac64273e8918b47a1c2
False,shadcn,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/shadcn/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/shadcn/SKILL.md,596,4a24abf22a6d10a6e4a0917b0cfb73e45dfa15cd5eec502ec19c661863d8c5f1
False,turbopack,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/turbopack/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/turbopack/SKILL.md,343,8ef65187c42680aae178288baa02ee8328ad72995cfa7ead960e12389297ef1c
False,vercel-agent,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-agent/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-agent/SKILL.md,88,c7ddcf740e60690490156e04332d7ed36928811f17b2391af9816258e3e06e96
False,vercel-cli,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-cli/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-cli/SKILL.md,149,2e41d91935f64834447da1e50825fa11070c5ef39b8394190a100f0fc76c983e
False,vercel-cli,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-cli/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-cli/upstream/SKILL.md,66,14984c8339516b9ce016912af1ad9b08cb9893ef1803560e81ffcf9f7f7d6d4e
False,vercel-connect,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-connect/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-connect/SKILL.md,410,9e2180431c0f6ca3b776af03605d3377b777fde08cccaaa3eb645da067a9531d
False,vercel-firewall,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-firewall/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-firewall/SKILL.md,371,04869e0db25bf5bf1f0d26c541dc952bd37fc512786fd6838a7c9ef5dc630918
False,vercel-functions,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-functions/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-functions/SKILL.md,549,66234b69f9c9a2fabafc7c1736b3462ac255d2c286c2465ed0a1f5ed4b35a6a8
False,vercel-react-best-practices,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/react-best-practices/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/react-best-practices/upstream/SKILL.md,143,d7b0ec66ea66a17e882f824081ef1d79d5a7c4b0a0304046fde7345482b8cc06
False,vercel-sandbox,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-sandbox/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-sandbox/SKILL.md,369,8a80453de690fb076d74fa62057fb1e3ba97435a127a71c7b6c645bf8b4790ae
False,vercel-sandbox,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-sandbox/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-sandbox/upstream/SKILL.md,280,15da32dca80c4c84e061f6c567dbfbde1c582c373445554a2d4662f4df8a6fe3
False,vercel-storage,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-storage/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/vercel-storage/SKILL.md,526,9365181d819522cb1b206f08fa3261b0f0481382b8518f5a9349c7837d0123cc
False,verification,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/verification/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/verification/SKILL.md,196,1c9cdb2b04c479a94ada1994d4ef1c216acacba5fcee4959b40eca11a05e8070
False,workflow,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/workflow/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/workflow/SKILL.md,978,5d3f2e4a353fd3df599af297f34ff556133156bced5c8b0143ada60bab176be9
False,workflow,claude-plugin:vercel,Leave disabled,Other agent,Vercel plugin is installed but disabled in Claude settings. Includes nested upstream references; not active Codex skill cost. Reassess only if you choose to re-enable it.,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/workflow/upstream/SKILL.md,/Users/wulymammoth/.claude/plugins/cache/claude-plugins-official/vercel/0.45.1/skills/workflow/upstream/SKILL.md,555,ee1d6c402c507653b303b0309f660fe975f38010aa9e86eae577549b585ec7ac
False,maestro-mobile-testing,codex-local,Keep; check discovery,Core,"Useful project-stack-aware native UI testing guidance. SKILL.md is a Stow leaf symlink to dotfiles and exists, but this session did not advertise it. CLI launcher is installed; no simulator or flow was run.",/Users/wulymammoth/.codex/skills/maestro-mobile-testing/SKILL.md,/Users/wulymammoth/dotfiles/codex-config/.codex/skills/maestro-mobile-testing/SKILL.md,84,d6354e2c7b5e66eda1f7b6dcf5069903a3669b06e9101cc08aec2089a207735c
False,orchestrating-parallel-worktrees,codex-local,Keep; check discovery,Specialist,"Useful only for explicit multi-writer sessions. Stow leaf symlink exists, but this session did not advertise it. Preserve the startup-root and ownership invariants.",/Users/wulymammoth/.codex/skills/orchestrating-parallel-worktrees/SKILL.md,/Users/wulymammoth/dotfiles/codex-config/.codex/skills/orchestrating-parallel-worktrees/SKILL.md,103,0d61f8d958fb72b58e9985dc490a06d7b96aad34e30e383cea7116308211b22a
False,review-agent,codex-local,Keep managed,Managed,Internal bundled delegated-review skill. Its absence from the ordinary skill catalog does not prove a fault.,/Users/wulymammoth/.codex/skills/.system/review-agent/SKILL.md,/Users/wulymammoth/.codex/skills/.system/review-agent/SKILL.md,57,07079efd0dc76f05fade424e5dfb048dce1de2df7626e1a4f56292a4f3f92228
False,gsd-add-backlog,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-backlog/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-backlog/SKILL.md,113,27d4255caca6c0092e6032bbf650ec81fbe0844beac327e76e43dfbfbf853c7a
False,gsd-add-phase,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-phase/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-phase/SKILL.md,80,c341ea9af29f629535df6db6a0429ffabd7ffcd16afd9dc4501f79409bb86959
False,gsd-add-tests,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-tests/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-tests/SKILL.md,70,64c3dca9db195fb83f4a0200fb88d906c60a552e7507fcdbd6947c9338d5c58c
False,gsd-add-todo,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-todo/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-add-todo/SKILL.md,83,aa499c47669a53522c20fa1a3103c397b014ba5a3874e75d6da921b1c154c0ee
False,gsd-ai-integration-phase,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-ai-integration-phase/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-ai-integration-phase/SKILL.md,67,44de362e5c17b44b711bb0ebf04042ff7374fa8c1e74670f7fbbb6a98e655ee3
False,gsd-analyze-dependencies,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-analyze-dependencies/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-analyze-dependencies/SKILL.md,70,a8d0f8ffec0eae2830d711a5405527996628498e5aaf4f51929059fd00191f87
False,gsd-audit-fix,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-audit-fix/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-audit-fix/SKILL.md,65,97f8975748114ec57bcf81454173d45da0a58d66119f8ea1e1a4024192e80efe
False,gsd-audit-milestone,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-audit-milestone/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-audit-milestone/SKILL.md,71,dd2af2cd779d6bbd0c8b147b96ee63028e025292c5c375cabfa66a1d61071685
False,gsd-audit-uat,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-audit-uat/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-audit-uat/SKILL.md,62,8b3ca53f9cf064c2fc5feb6f664dbf13c0ad429a54260797bf01433cfe6393b6
False,gsd-autonomous,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-autonomous/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-autonomous/SKILL.md,79,ec6dac6dcf0a6d81b10c325d52174aabed7920b18f699c380be12b6e3dcb3ea4
False,gsd-check-todos,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-check-todos/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-check-todos/SKILL.md,81,2c2003a63141db25a4ee4cfd176b8185893bf469e82e5ee01c423474e25ab623
False,gsd-cleanup,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-cleanup/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-cleanup/SKILL.md,61,bafc97252700b44a3ef341022342b9d0301804bad31ed21e025ef44bf05b274f
False,gsd-code-review,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-code-review/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-code-review/SKILL.md,90,59772c29c7466447270b390d1ad98f8afbdd3d8c4d2f246f2542c8f966794d63
False,gsd-code-review-fix,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-code-review-fix/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-code-review-fix/SKILL.md,86,0040e8228846d5b9184252aef0281124c4444a0527ddccf96baf58ed8710f0d1
False,gsd-complete-milestone,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-complete-milestone/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-complete-milestone/SKILL.md,172,a2c9d6f854d40484504a8624b3db2d68cad5261d94aeb8551e6fbd1af334d75b
False,gsd-debug,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-debug/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-debug/SKILL.md,299,fa541118eea26fd247f9ea5d674e102e55a0dffaca6c005c2583d228256d32c0
False,gsd-discuss-phase,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-discuss-phase/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-discuss-phase/SKILL.md,100,3133270a6259f0952790901737afcde82caa51e971f2dd9bb53df28d78d8d3a4
False,gsd-do,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-do/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-do/SKILL.md,68,3eaad61c559f0a56f966c69ad21e1c0f186e37dd828e58a236e74ec54594069b
False,gsd-docs-update,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-docs-update/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-docs-update/SKILL.md,81,130d8579d3cb0fa276bcf11a1b6edc7d8e0012a8affcdab9f20e67ef74b6c368
False,gsd-eval-review,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-eval-review/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-eval-review/SKILL.md,66,154916b1a0baa8fdc4db5bc36b3dabd4a1506bd40eac89cb75c8ad4041ab839c
False,gsd-execute-phase,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-execute-phase/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-execute-phase/SKILL.md,95,2659978da16fa34bb49c794b3fdfd261db5900f5bf8c22b59ebe06b4c38b60c1
False,gsd-explore,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-explore/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-explore/SKILL.md,62,61e07b6931e2ebfaafb45b4428a8109da063fe275c691df2ada4b3e07e7bc632
False,gsd-extract_learnings,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-extract_learnings/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-extract_learnings/SKILL.md,56,d3bd694bd6081c3c3a21acf49b84994a8fe465df4c0833326abff0286a82b4fc
False,gsd-fast,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-fast/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-fast/SKILL.md,64,61fb8a7551ecd7b5e3c6ebab67fac305994b5535ccff50b5022c667b2e47c620
False,gsd-forensics,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-forensics/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-forensics/SKILL.md,90,1e9f1b2de26729d00c0354774ff9577ff68730346f6458e5b7c2f5ebdfa9fd7e
False,gsd-from-gsd2,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-from-gsd2/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-from-gsd2/SKILL.md,81,01d5a3a1bff43738493c2202c01d1092c08c44d0ab7f7bacf8b541b6ad173cf4
False,gsd-graphify,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-graphify/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-graphify/SKILL.md,236,88c111b945c9321e805a734175e1b67d434b332f8b4546df9881ef864fa64d1b
False,gsd-health,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-health/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-health/SKILL.md,59,32dd622d1ab8bcc42b53bbf64407c68890b950f22a7ade48d89d473497ad225e
False,gsd-help,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-help/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-help/SKILL.md,65,a994a158362e859b8925a6f5338c7edabb8ee7dbd6efa3983580d8266b4ad7ae
False,gsd-import,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-import/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-import/SKILL.md,68,5750715f885dd892bc88439f7b2fdaa94b2fc22d8fbfd3d2283a7981f168f071
False,gsd-insert-phase,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-insert-phase/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-insert-phase/SKILL.md,69,7069068b8b37c79af3f7e161249558fd2ddf07e2a5df948ec640f3ea7216d80b
False,gsd-intel,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-intel/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-intel/SKILL.md,216,5159014c5b6b7a6bc323bc11b854c318860e3913663b50a67ce5b64628d8fafb
False,gsd-join-discord,disabled,Leave dormant,Archive,Already outside active skill discovery. Retained GSD backup; deleting it will not shrink this session catalog.,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-join-discord/SKILL.md,/Users/wulymammoth/.codex/skills-disabled/gsd-duplicates-20260626/gsd-join-discord/SKILL.md,60,b394177623293e7cc0746dd4da2d9046b841e080728dcbdae9f199a947733b7b
